"attr1_s","attr7_2","attr7_3","attr1_1","attr1_2","attr1_3","gender"
0.8153846153846154,,0.35,0.15,0.15,0.2125,0.0
0.8153846153846154,,0.35,0.15,0.15,0.2125,0.0
0.8153846153846154,,0.35,0.15,0.15,0.2125,0.0
0.8153846153846154,,0.35,0.15,0.15,0.2125,0.0
0.8153846153846154,,0.35,0.15,0.15,0.2125,0.0
0.8153846153846154,,0.35,0.15,0.15,0.2125,0.0
0.8153846153846154,,0.35,0.15,0.15,0.2125,0.0
0.8153846153846154,,0.35,0.15,0.15,0.2125,0.0
0.8153846153846154,,0.35,0.15,0.15,0.2125,0.0
0.8153846153846154,,0.35,0.15,0.15,0.2125,0.0
0.8153846153846154,,0.35,0.15,0.15,0.2125,0.0
0.8153846153846154,,0.35,0.15,0.15,0.2125,0.0
0.8153846153846154,,0.35,0.15,0.15,0.2125,0.0
0.8153846153846154,,0.35,0.15,0.15,0.2125,0.0
0.8153846153846154,,0.35,0.15,0.15,0.2125,0.0
0.8153846153846154,,0.35,0.15,0.15,0.2125,0.0
0.8153846153846154,,0.35,0.15,0.15,0.2125,0.0
0.8153846153846154,,0.35,0.15,0.15,0.2125,0.0
0.8153846153846154,,0.35,0.15,0.15,0.2125,0.0
0.8153846153846154,,0.0,0.19,0.175,0.225,0.0
0.8153846153846154,,0.0,0.19,0.175,0.225,0.0
0.8153846153846154,,0.0,0.19,0.175,0.225,0.0
0.8153846153846154,,0.0,0.19,0.175,0.225,0.0
0.8153846153846154,,0.0,0.19,0.175,0.225,0.0
0.8153846153846154,,0.0,0.19,0.175,0.225,0.0
0.8153846153846154,,0.0,0.19,0.175,0.225,0.0
0.8153846153846154,,0.0,0.19,0.175,0.225,0.0
0.8153846153846154,,0.0,0.19,0.175,0.225,0.0
0.8153846153846154,,0.0,0.19,0.175,0.225,0.0
0.8153846153846154,,0.0,0.19,0.175,0.225,0.0
0.8153846153846154,,0.0,0.19,0.175,0.225,0.0
0.8153846153846154,,0.0,0.19,0.175,0.225,0.0
0.8153846153846154,,0.0,0.19,0.175,0.225,0.0
0.8153846153846154,,0.0,0.19,0.175,0.225,0.0
0.8153846153846154,,0.0,0.19,0.175,0.225,0.0
0.8153846153846154,,0.0,0.19,0.175,0.225,0.0
0.8153846153846154,,0.0,0.19,0.175,0.225,0.0
0.8153846153846154,,0.0,0.19,0.175,0.225,0.0
0.8153846153846154,,0.0,0.19,0.175,0.225,0.0
0.8153846153846154,,0.0,0.19,0.175,0.225,0.0
0.7846153846153846,,0.1,0.15,0.3125,0.3125,0.0
0.7846153846153846,,0.1,0.15,0.3125,0.3125,0.0
0.7846153846153846,,0.1,0.15,0.3125,0.3125,0.0
0.7846153846153846,,0.1,0.15,0.3125,0.3125,0.0
0.7846153846153846,,0.1,0.15,0.3125,0.3125,0.0
0.7846153846153846,,0.1,0.15,0.3125,0.3125,0.0
0.7846153846153846,,0.1,0.15,0.3125,0.3125,0.0
0.7846153846153846,,0.1,0.15,0.3125,0.3125,0.0
0.7846153846153846,,0.1,0.15,0.3125,0.3125,0.0
0.7846153846153846,,0.1,0.15,0.3125,0.3125,0.0
0.7846153846153846,,0.1,0.15,0.3125,0.3125,0.0
0.7846153846153846,,0.1,0.15,0.3125,0.3125,0.0
0.7846153846153846,,0.1,0.15,0.3125,0.3125,0.0
0.7846153846153846,,0.1,0.15,0.3125,0.3125,0.0
0.7846153846153846,,0.1,0.15,0.3125,0.3125,0.0
0.7846153846153846,,0.1,0.15,0.3125,0.3125,0.0
0.7846153846153846,,0.1,0.15,0.3125,0.3125,0.0
0.7846153846153846,,0.1,0.15,0.3125,0.3125,0.0
0.7846153846153846,,0.1,0.15,0.3125,0.3125,0.0
0.7846153846153846,,0.1,0.15,0.3125,0.3125,0.0
0.7846153846153846,,0.1,0.15,0.3125,0.3125,0.0
0.7384615384615385,,0.1,0.1,0.0625,0.125,0.0
0.7384615384615385,,0.1,0.1,0.0625,0.125,0.0
0.7384615384615385,,0.1,0.1,0.0625,0.125,0.0
0.7384615384615385,,0.1,0.1,0.0625,0.125,0.0
0.7384615384615385,,0.1,0.1,0.0625,0.125,0.0
0.7384615384615385,,0.1,0.1,0.0625,0.125,0.0
0.7384615384615385,,0.1,0.1,0.0625,0.125,0.0
0.7384615384615385,,0.1,0.1,0.0625,0.125,0.0
0.7384615384615385,,0.1,0.1,0.0625,0.125,0.0
0.7384615384615385,,0.1,0.1,0.0625,0.125,0.0
0.7384615384615385,,0.1,0.1,0.0625,0.125,0.0
0.7384615384615385,,0.1,0.1,0.0625,0.125,0.0
0.7384615384615385,,0.1,0.1,0.0625,0.125,0.0
0.7384615384615385,,0.1,0.1,0.0625,0.125,0.0
0.7384615384615385,,0.1,0.1,0.0625,0.125,0.0
0.7384615384615385,,0.1,0.1,0.0625,0.125,0.0
0.7384615384615385,,0.1,0.1,0.0625,0.125,0.0
0.7384615384615385,,0.1,0.1,0.0625,0.125,0.0
0.7384615384615385,,0.1,0.1,0.0625,0.125,0.0
0.7384615384615385,,0.1,0.1,0.0625,0.125,0.0
0.7384615384615385,,0.1,0.1,0.0625,0.125,0.0
,,,0.2,0.1875,,0.0
,,,0.2,0.1875,,0.0
,,,0.2,0.1875,,0.0
,,,0.2,0.1875,,0.0
,,,0.2,0.1875,,0.0
,,,0.2,0.1875,,0.0
,,,0.2,0.1875,,0.0
,,,0.2,0.1875,,0.0
,,,0.2,0.1875,,0.0
,,,0.2,0.1875,,0.0
,,,0.2,0.1875,,0.0
,,,0.2,0.1875,,0.0
,,,0.2,0.1875,,0.0
,,,0.2,0.1875,,0.0
,,,0.2,0.1875,,0.0
,,,0.2,0.1875,,0.0
,,,0.2,0.1875,,0.0
,,,0.2,0.1875,,0.0
,,,0.2,0.1875,,0.0
,,,0.2,0.1875,,0.0
,,,0.2,0.1875,,0.0
0.0,,0.0,0.15,0.125,0.1875,0.0
0.0,,0.0,0.15,0.125,0.1875,0.0
0.0,,0.0,0.15,0.125,0.1875,0.0
0.0,,0.0,0.15,0.125,0.1875,0.0
0.0,,0.0,0.15,0.125,0.1875,0.0
0.0,,0.0,0.15,0.125,0.1875,0.0
0.0,,0.0,0.15,0.125,0.1875,0.0
0.0,,0.0,0.15,0.125,0.1875,0.0
0.0,,0.0,0.15,0.125,0.1875,0.0
0.0,,0.0,0.15,0.125,0.1875,0.0
0.0,,0.0,0.15,0.125,0.1875,0.0
0.0,,0.0,0.15,0.125,0.1875,0.0
0.0,,0.0,0.15,0.125,0.1875,0.0
0.0,,0.0,0.15,0.125,0.1875,0.0
0.0,,0.0,0.15,0.125,0.1875,0.0
0.0,,0.0,0.15,0.125,0.1875,0.0
0.0,,0.0,0.15,0.125,0.1875,0.0
0.0,,0.0,0.15,0.125,0.1875,0.0
0.0,,0.0,0.15,0.125,0.1875,0.0
0.0,,0.0,0.15,0.125,0.1875,0.0
0.0,,0.0,0.15,0.125,0.1875,0.0
0.8307692307692308,,,0.15,0.5625,,0.0
0.8307692307692308,,,0.15,0.5625,,0.0
0.8307692307692308,,,0.15,0.5625,,0.0
0.8307692307692308,,,0.15,0.5625,,0.0
0.8307692307692308,,,0.15,0.5625,,0.0
0.8307692307692308,,,0.15,0.5625,,0.0
0.8307692307692308,,,0.15,0.5625,,0.0
0.8307692307692308,,,0.15,0.5625,,0.0
0.8307692307692308,,,0.15,0.5625,,0.0
0.8307692307692308,,,0.15,0.5625,,0.0
0.8307692307692308,,,0.15,0.5625,,0.0
0.8307692307692308,,,0.15,0.5625,,0.0
0.8307692307692308,,,0.15,0.5625,,0.0
0.8307692307692308,,,0.15,0.5625,,0.0
0.8307692307692308,,,0.15,0.5625,,0.0
0.8307692307692308,,,0.15,0.5625,,0.0
0.8307692307692308,,,0.15,0.5625,,0.0
0.8307692307692308,,,0.15,0.5625,,0.0
0.8307692307692308,,,0.15,0.5625,,0.0
0.8307692307692308,,,0.15,0.5625,,0.0
0.8307692307692308,,,0.15,0.5625,,0.0
0.7076923076923077,,,0.25,0.3125,,0.0
0.7076923076923077,,,0.25,0.3125,,0.0
0.7076923076923077,,,0.25,0.3125,,0.0
0.7076923076923077,,,0.25,0.3125,,0.0
0.7076923076923077,,,0.25,0.3125,,0.0
0.7076923076923077,,,0.25,0.3125,,0.0
0.7076923076923077,,,0.25,0.3125,,0.0
0.7076923076923077,,,0.25,0.3125,,0.0
0.7076923076923077,,,0.25,0.3125,,0.0
0.7076923076923077,,,0.25,0.3125,,0.0
0.7076923076923077,,,0.25,0.3125,,0.0
0.7076923076923077,,,0.25,0.3125,,0.0
0.7076923076923077,,,0.25,0.3125,,0.0
0.7076923076923077,,,0.25,0.3125,,0.0
0.7076923076923077,,,0.25,0.3125,,0.0
0.7076923076923077,,,0.25,0.3125,,0.0
0.7076923076923077,,,0.25,0.3125,,0.0
0.7076923076923077,,,0.25,0.3125,,0.0
0.7076923076923077,,,0.25,0.3125,,0.0
0.7076923076923077,,,0.25,0.3125,,0.0
0.7076923076923077,,,0.25,0.3125,,0.0
0.7692307692307693,,0.1,0.2,0.4375,0.2125,0.0
0.7692307692307693,,0.1,0.2,0.4375,0.2125,0.0
0.7692307692307693,,0.1,0.2,0.4375,0.2125,0.0
0.7692307692307693,,0.1,0.2,0.4375,0.2125,0.0
0.7692307692307693,,0.1,0.2,0.4375,0.2125,0.0
0.7692307692307693,,0.1,0.2,0.4375,0.2125,0.0
0.7692307692307693,,0.1,0.2,0.4375,0.2125,0.0
0.7692307692307693,,0.1,0.2,0.4375,0.2125,0.0
0.7692307692307693,,0.1,0.2,0.4375,0.2125,0.0
0.7692307692307693,,0.1,0.2,0.4375,0.2125,0.0
0.7692307692307693,,0.1,0.2,0.4375,0.2125,0.0
0.7692307692307693,,0.1,0.2,0.4375,0.2125,0.0
0.7692307692307693,,0.1,0.2,0.4375,0.2125,0.0
0.7692307692307693,,0.1,0.2,0.4375,0.2125,0.0
0.7692307692307693,,0.1,0.2,0.4375,0.2125,0.0
0.7692307692307693,,0.1,0.2,0.4375,0.2125,0.0
0.7692307692307693,,0.1,0.2,0.4375,0.2125,0.0
0.7692307692307693,,0.1,0.2,0.4375,0.2125,0.0
0.7692307692307693,,0.1,0.2,0.4375,0.2125,0.0
0.7692307692307693,,0.1,0.2,0.4375,0.2125,0.0
0.7692307692307693,,0.1,0.2,0.4375,0.2125,0.0
0.7538461538461538,,0.4,0.3,0.3125,0.3125,0.0
0.7538461538461538,,0.4,0.3,0.3125,0.3125,0.0
0.7538461538461538,,0.4,0.3,0.3125,0.3125,0.0
0.7538461538461538,,0.4,0.3,0.3125,0.3125,0.0
0.7538461538461538,,0.4,0.3,0.3125,0.3125,0.0
0.7538461538461538,,0.4,0.3,0.3125,0.3125,0.0
0.7538461538461538,,0.4,0.3,0.3125,0.3125,0.0
0.7538461538461538,,0.4,0.3,0.3125,0.3125,0.0
0.7538461538461538,,0.4,0.3,0.3125,0.3125,0.0
0.7538461538461538,,0.4,0.3,0.3125,0.3125,0.0
0.7538461538461538,,0.4,0.3,0.3125,0.3125,0.0
0.7538461538461538,,0.4,0.3,0.3125,0.3125,0.0
0.7538461538461538,,0.4,0.3,0.3125,0.3125,0.0
0.7538461538461538,,0.4,0.3,0.3125,0.3125,0.0
0.7538461538461538,,0.4,0.3,0.3125,0.3125,0.0
0.7538461538461538,,0.4,0.3,0.3125,0.3125,0.0
0.7538461538461538,,0.4,0.3,0.3125,0.3125,0.0
0.7538461538461538,,0.4,0.3,0.3125,0.3125,0.0
0.7538461538461538,,0.4,0.3,0.3125,0.3125,0.0
0.7538461538461538,,0.4,0.3,0.3125,0.3125,0.0
0.7538461538461538,,0.4,0.3,0.3125,0.3125,0.0
0.7230769230769231,,,0.2,0.1875,,0.0
0.7230769230769231,,,0.2,0.1875,,0.0
0.7230769230769231,,,0.2,0.1875,,0.0
0.7230769230769231,,,0.2,0.1875,,0.0
0.7230769230769231,,,0.2,0.1875,,0.0
0.7230769230769231,,,0.2,0.1875,,0.0
0.7230769230769231,,,0.2,0.1875,,0.0
0.7230769230769231,,,0.2,0.1875,,0.0
0.7230769230769231,,,0.2,0.1875,,0.0
0.7230769230769231,,,0.2,0.1875,,0.0
0.7230769230769231,,,0.2,0.1875,,0.0
0.7230769230769231,,,0.2,0.1875,,0.0
0.7230769230769231,,,0.2,0.1875,,0.0
0.7230769230769231,,,0.2,0.1875,,0.0
0.7230769230769231,,,0.2,0.1875,,0.0
0.7230769230769231,,,0.2,0.1875,,0.0
0.7230769230769231,,,0.2,0.1875,,0.0
0.7230769230769231,,,0.2,0.1875,,0.0
0.7230769230769231,,,0.2,0.1875,,0.0
0.7230769230769231,,,0.2,0.1875,,0.0
0.7230769230769231,,,0.2,0.1875,,0.0
0.13846153846153847,,0.35,0.16,0.1375,0.2,0.0
0.13846153846153847,,0.35,0.16,0.1375,0.2,0.0
0.13846153846153847,,0.35,0.16,0.1375,0.2,0.0
0.13846153846153847,,0.35,0.16,0.1375,0.2,0.0
0.13846153846153847,,0.35,0.16,0.1375,0.2,0.0
0.13846153846153847,,0.35,0.16,0.1375,0.2,0.0
0.13846153846153847,,0.35,0.16,0.1375,0.2,0.0
0.13846153846153847,,0.35,0.16,0.1375,0.2,0.0
0.13846153846153847,,0.35,0.16,0.1375,0.2,0.0
0.13846153846153847,,0.35,0.16,0.1375,0.2,0.0
0.13846153846153847,,0.35,0.16,0.1375,0.2,0.0
0.13846153846153847,,0.35,0.16,0.1375,0.2,0.0
0.13846153846153847,,0.35,0.16,0.1375,0.2,0.0
0.13846153846153847,,0.35,0.16,0.1375,0.2,0.0
0.13846153846153847,,0.35,0.16,0.1375,0.2,0.0
0.13846153846153847,,0.35,0.16,0.1375,0.2,0.0
0.13846153846153847,,0.35,0.16,0.1375,0.2,0.0
0.13846153846153847,,0.35,0.16,0.1375,0.2,0.0
0.13846153846153847,,0.35,0.16,0.1375,0.2,0.0
0.13846153846153847,,0.35,0.16,0.1375,0.2,0.0
0.13846153846153847,,0.35,0.16,0.1375,0.2,0.0
0.7230769230769231,,0.1,0.1,0.125,0.1875,0.0
0.7230769230769231,,0.1,0.1,0.125,0.1875,0.0
0.7230769230769231,,0.1,0.1,0.125,0.1875,0.0
0.7230769230769231,,0.1,0.1,0.125,0.1875,0.0
0.7230769230769231,,0.1,0.1,0.125,0.1875,0.0
0.7230769230769231,,0.1,0.1,0.125,0.1875,0.0
0.7230769230769231,,0.1,0.1,0.125,0.1875,0.0
0.7230769230769231,,0.1,0.1,0.125,0.1875,0.0
0.7230769230769231,,0.1,0.1,0.125,0.1875,0.0
0.7230769230769231,,0.1,0.1,0.125,0.1875,0.0
0.7230769230769231,,0.1,0.1,0.125,0.1875,0.0
0.7230769230769231,,0.1,0.1,0.125,0.1875,0.0
0.7230769230769231,,0.1,0.1,0.125,0.1875,0.0
0.7230769230769231,,0.1,0.1,0.125,0.1875,0.0
0.7230769230769231,,0.1,0.1,0.125,0.1875,0.0
0.7230769230769231,,0.1,0.1,0.125,0.1875,0.0
0.7230769230769231,,0.1,0.1,0.125,0.1875,0.0
0.7230769230769231,,0.1,0.1,0.125,0.1875,0.0
0.7230769230769231,,0.1,0.1,0.125,0.1875,0.0
0.7230769230769231,,0.1,0.1,0.125,0.1875,0.0
0.7230769230769231,,0.1,0.1,0.125,0.1875,0.0
0.7076923076923077,,,0.25,0.3125,,0.0
0.7076923076923077,,,0.25,0.3125,,0.0
0.7076923076923077,,,0.25,0.3125,,0.0
0.7076923076923077,,,0.25,0.3125,,0.0
0.7076923076923077,,,0.25,0.3125,,0.0
0.7076923076923077,,,0.25,0.3125,,0.0
0.7076923076923077,,,0.25,0.3125,,0.0
0.7076923076923077,,,0.25,0.3125,,0.0
0.7076923076923077,,,0.25,0.3125,,0.0
0.7076923076923077,,,0.25,0.3125,,0.0
0.7076923076923077,,,0.25,0.3125,,0.0
0.7076923076923077,,,0.25,0.3125,,0.0
0.7076923076923077,,,0.25,0.3125,,0.0
0.7076923076923077,,,0.25,0.3125,,0.0
0.7076923076923077,,,0.25,0.3125,,0.0
0.7076923076923077,,,0.25,0.3125,,0.0
0.7076923076923077,,,0.25,0.3125,,0.0
0.7076923076923077,,,0.25,0.3125,,0.0
0.7076923076923077,,,0.25,0.3125,,0.0
0.7076923076923077,,,0.25,0.3125,,0.0
0.7076923076923077,,,0.25,0.3125,,0.0
0.7076923076923077,,0.45,0.3,0.3125,0.375,1.0
0.7076923076923077,,0.45,0.3,0.3125,0.375,1.0
0.7076923076923077,,0.45,0.3,0.3125,0.375,1.0
0.7076923076923077,,0.45,0.3,0.3125,0.375,1.0
0.7076923076923077,,0.45,0.3,0.3125,0.375,1.0
0.7076923076923077,,0.45,0.3,0.3125,0.375,1.0
0.7076923076923077,,0.45,0.3,0.3125,0.375,1.0
0.7076923076923077,,0.45,0.3,0.3125,0.375,1.0
0.7076923076923077,,0.45,0.3,0.3125,0.375,1.0
0.7076923076923077,,0.45,0.3,0.3125,0.375,1.0
0.7076923076923077,,0.45,0.3,0.3125,0.375,1.0
0.7076923076923077,,0.45,0.3,0.3125,0.375,1.0
0.7076923076923077,,0.45,0.3,0.3125,0.375,1.0
0.7076923076923077,,0.45,0.3,0.3125,0.375,1.0
0.7076923076923077,,0.45,0.3,0.3125,0.375,1.0
0.7076923076923077,,0.45,0.3,0.3125,0.375,1.0
0.7076923076923077,,0.45,0.3,0.3125,0.375,1.0
0.7076923076923077,,0.45,0.3,0.3125,0.375,1.0
0.7076923076923077,,0.45,0.3,0.3125,0.375,1.0
0.7076923076923077,,0.45,0.3,0.3125,0.375,1.0
0.7076923076923077,,0.45,0.3,0.3125,0.375,1.0
0.7076923076923077,,0.3,0.3,0.3125,0.375,1.0
0.7076923076923077,,0.3,0.3,0.3125,0.375,1.0
0.7076923076923077,,0.3,0.3,0.3125,0.375,1.0
0.7076923076923077,,0.3,0.3,0.3125,0.375,1.0
0.7076923076923077,,0.3,0.3,0.3125,0.375,1.0
0.7076923076923077,,0.3,0.3,0.3125,0.375,1.0
0.7076923076923077,,0.3,0.3,0.3125,0.375,1.0
0.7076923076923077,,0.3,0.3,0.3125,0.375,1.0
0.7076923076923077,,0.3,0.3,0.3125,0.375,1.0
0.7076923076923077,,0.3,0.3,0.3125,0.375,1.0
0.7076923076923077,,0.3,0.3,0.3125,0.375,1.0
0.7076923076923077,,0.3,0.3,0.3125,0.375,1.0
0.7076923076923077,,0.3,0.3,0.3125,0.375,1.0
0.7076923076923077,,0.3,0.3,0.3125,0.375,1.0
0.7076923076923077,,0.3,0.3,0.3125,0.375,1.0
0.7076923076923077,,0.3,0.3,0.3125,0.375,1.0
0.7076923076923077,,0.3,0.3,0.3125,0.375,1.0
0.7076923076923077,,0.3,0.3,0.3125,0.375,1.0
0.7076923076923077,,0.3,0.3,0.3125,0.375,1.0
0.7076923076923077,,0.3,0.3,0.3125,0.375,1.0
0.7076923076923077,,0.3,0.3,0.3125,0.375,1.0
0.0,,,0.25,0.1875,,1.0
0.0,,,0.25,0.1875,,1.0
0.0,,,0.25,0.1875,,1.0
0.0,,,0.25,0.1875,,1.0
0.0,,,0.25,0.1875,,1.0
0.0,,,0.25,0.1875,,1.0
0.0,,,0.25,0.1875,,1.0
0.0,,,0.25,0.1875,,1.0
0.0,,,0.25,0.1875,,1.0
0.0,,,0.25,0.1875,,1.0
0.0,,,0.25,0.1875,,1.0
0.0,,,0.25,0.1875,,1.0
0.0,,,0.25,0.1875,,1.0
0.0,,,0.25,0.1875,,1.0
0.0,,,0.25,0.1875,,1.0
0.0,,,0.25,0.1875,,1.0
0.0,,,0.25,0.1875,,1.0
0.0,,,0.25,0.1875,,1.0
0.0,,,0.25,0.1875,,1.0
0.0,,,0.25,0.1875,,1.0
0.0,,,0.25,0.1875,,1.0
0.7846153846153846,,0.0,0.24,0.25,0.3125,1.0
0.7846153846153846,,0.0,0.24,0.25,0.3125,1.0
0.7846153846153846,,0.0,0.24,0.25,0.3125,1.0
0.7846153846153846,,0.0,0.24,0.25,0.3125,1.0
0.7846153846153846,,0.0,0.24,0.25,0.3125,1.0
0.7846153846153846,,0.0,0.24,0.25,0.3125,1.0
0.7846153846153846,,0.0,0.24,0.25,0.3125,1.0
0.7846153846153846,,0.0,0.24,0.25,0.3125,1.0
0.7846153846153846,,0.0,0.24,0.25,0.3125,1.0
0.7846153846153846,,0.0,0.24,0.25,0.3125,1.0
0.7846153846153846,,0.0,0.24,0.25,0.3125,1.0
0.7846153846153846,,0.0,0.24,0.25,0.3125,1.0
0.7846153846153846,,0.0,0.24,0.25,0.3125,1.0
0.7846153846153846,,0.0,0.24,0.25,0.3125,1.0
0.7846153846153846,,0.0,0.24,0.25,0.3125,1.0
0.7846153846153846,,0.0,0.24,0.25,0.3125,1.0
0.7846153846153846,,0.0,0.24,0.25,0.3125,1.0
0.7846153846153846,,0.0,0.24,0.25,0.3125,1.0
0.7846153846153846,,0.0,0.24,0.25,0.3125,1.0
0.7846153846153846,,0.0,0.24,0.25,0.3125,1.0
0.7846153846153846,,0.0,0.24,0.25,0.3125,1.0
0.8461538461538461,,0.45,0.6,0.6875,0.75,1.0
0.8461538461538461,,0.45,0.6,0.6875,0.75,1.0
0.8461538461538461,,0.45,0.6,0.6875,0.75,1.0
0.8461538461538461,,0.45,0.6,0.6875,0.75,1.0
0.8461538461538461,,0.45,0.6,0.6875,0.75,1.0
0.8461538461538461,,0.45,0.6,0.6875,0.75,1.0
0.8461538461538461,,0.45,0.6,0.6875,0.75,1.0
0.8461538461538461,,0.45,0.6,0.6875,0.75,1.0
0.8461538461538461,,0.45,0.6,0.6875,0.75,1.0
0.8461538461538461,,0.45,0.6,0.6875,0.75,1.0
0.8461538461538461,,0.45,0.6,0.6875,0.75,1.0
0.8461538461538461,,0.45,0.6,0.6875,0.75,1.0
0.8461538461538461,,0.45,0.6,0.6875,0.75,1.0
0.8461538461538461,,0.45,0.6,0.6875,0.75,1.0
0.8461538461538461,,0.45,0.6,0.6875,0.75,1.0
0.8461538461538461,,0.45,0.6,0.6875,0.75,1.0
0.8461538461538461,,0.45,0.6,0.6875,0.75,1.0
0.8461538461538461,,0.45,0.6,0.6875,0.75,1.0
0.8461538461538461,,0.45,0.6,0.6875,0.75,1.0
0.8461538461538461,,0.45,0.6,0.6875,0.75,1.0
0.8461538461538461,,0.45,0.6,0.6875,0.75,1.0
0.0,,0.05,0.25,0.25,0.1875,1.0
0.0,,0.05,0.25,0.25,0.1875,1.0
0.0,,0.05,0.25,0.25,0.1875,1.0
0.0,,0.05,0.25,0.25,0.1875,1.0
0.0,,0.05,0.25,0.25,0.1875,1.0
0.0,,0.05,0.25,0.25,0.1875,1.0
0.0,,0.05,0.25,0.25,0.1875,1.0
0.0,,0.05,0.25,0.25,0.1875,1.0
0.0,,0.05,0.25,0.25,0.1875,1.0
0.0,,0.05,0.25,0.25,0.1875,1.0
0.0,,0.05,0.25,0.25,0.1875,1.0
0.0,,0.05,0.25,0.25,0.1875,1.0
0.0,,0.05,0.25,0.25,0.1875,1.0
0.0,,0.05,0.25,0.25,0.1875,1.0
0.0,,0.05,0.25,0.25,0.1875,1.0
0.0,,0.05,0.25,0.25,0.1875,1.0
0.0,,0.05,0.25,0.25,0.1875,1.0
0.0,,0.05,0.25,0.25,0.1875,1.0
0.0,,0.05,0.25,0.25,0.1875,1.0
0.0,,0.05,0.25,0.25,0.1875,1.0
0.0,,0.05,0.25,0.25,0.1875,1.0
0.7846153846153846,,,0.27,0.25,,1.0
0.7846153846153846,,,0.27,0.25,,1.0
0.7846153846153846,,,0.27,0.25,,1.0
0.7846153846153846,,,0.27,0.25,,1.0
0.7846153846153846,,,0.27,0.25,,1.0
0.7846153846153846,,,0.27,0.25,,1.0
0.7846153846153846,,,0.27,0.25,,1.0
0.7846153846153846,,,0.27,0.25,,1.0
0.7846153846153846,,,0.27,0.25,,1.0
0.7846153846153846,,,0.27,0.25,,1.0
0.7846153846153846,,,0.27,0.25,,1.0
0.7846153846153846,,,0.27,0.25,,1.0
0.7846153846153846,,,0.27,0.25,,1.0
0.7846153846153846,,,0.27,0.25,,1.0
0.7846153846153846,,,0.27,0.25,,1.0
0.7846153846153846,,,0.27,0.25,,1.0
0.7846153846153846,,,0.27,0.25,,1.0
0.7846153846153846,,,0.27,0.25,,1.0
0.7846153846153846,,,0.27,0.25,,1.0
0.7846153846153846,,,0.27,0.25,,1.0
0.7846153846153846,,,0.27,0.25,,1.0
0.7846153846153846,,0.3,0.25,,0.25,1.0
0.7846153846153846,,0.3,0.25,,0.25,1.0
0.7846153846153846,,0.3,0.25,,0.25,1.0
0.7846153846153846,,0.3,0.25,,0.25,1.0
0.7846153846153846,,0.3,0.25,,0.25,1.0
0.7846153846153846,,0.3,0.25,,0.25,1.0
0.7846153846153846,,0.3,0.25,,0.25,1.0
0.7846153846153846,,0.3,0.25,,0.25,1.0
0.7846153846153846,,0.3,0.25,,0.25,1.0
0.7846153846153846,,0.3,0.25,,0.25,1.0
0.7846153846153846,,0.3,0.25,,0.25,1.0
0.7846153846153846,,0.3,0.25,,0.25,1.0
0.7846153846153846,,0.3,0.25,,0.25,1.0
0.7846153846153846,,0.3,0.25,,0.25,1.0
0.7846153846153846,,0.3,0.25,,0.25,1.0
0.7846153846153846,,0.3,0.25,,0.25,1.0
0.7846153846153846,,0.3,0.25,,0.25,1.0
0.7846153846153846,,0.3,0.25,,0.25,1.0
0.7846153846153846,,0.3,0.25,,0.25,1.0
0.7846153846153846,,0.3,0.25,,0.25,1.0
0.7846153846153846,,0.3,0.25,,0.25,1.0
0.0,,,0.2,0.125,,1.0
0.0,,,0.2,0.125,,1.0
0.0,,,0.2,0.125,,1.0
0.0,,,0.2,0.125,,1.0
0.0,,,0.2,0.125,,1.0
0.0,,,0.2,0.125,,1.0
0.0,,,0.2,0.125,,1.0
0.0,,,0.2,0.125,,1.0
0.0,,,0.2,0.125,,1.0
0.0,,,0.2,0.125,,1.0
0.0,,,0.2,0.125,,1.0
0.0,,,0.2,0.125,,1.0
0.0,,,0.2,0.125,,1.0
0.0,,,0.2,0.125,,1.0
0.0,,,0.2,0.125,,1.0
0.0,,,0.2,0.125,,1.0
0.0,,,0.2,0.125,,1.0
0.0,,,0.2,0.125,,1.0
0.0,,,0.2,0.125,,1.0
0.0,,,0.2,0.125,,1.0
0.0,,,0.2,0.125,,1.0
0.7538461538461538,,,0.25,0.375,,1.0
0.7538461538461538,,,0.25,0.375,,1.0
0.7538461538461538,,,0.25,0.375,,1.0
0.7538461538461538,,,0.25,0.375,,1.0
0.7538461538461538,,,0.25,0.375,,1.0
0.7538461538461538,,,0.25,0.375,,1.0
0.7538461538461538,,,0.25,0.375,,1.0
0.7538461538461538,,,0.25,0.375,,1.0
0.7538461538461538,,,0.25,0.375,,1.0
0.7538461538461538,,,0.25,0.375,,1.0
0.7538461538461538,,,0.25,0.375,,1.0
0.7538461538461538,,,0.25,0.375,,1.0
0.7538461538461538,,,0.25,0.375,,1.0
0.7538461538461538,,,0.25,0.375,,1.0
0.7538461538461538,,,0.25,0.375,,1.0
0.7538461538461538,,,0.25,0.375,,1.0
0.7538461538461538,,,0.25,0.375,,1.0
0.7538461538461538,,,0.25,0.375,,1.0
0.7538461538461538,,,0.25,0.375,,1.0
0.7538461538461538,,,0.25,0.375,,1.0
0.7538461538461538,,,0.25,0.375,,1.0
0.7076923076923077,,,0.5,0.3125,,1.0
0.7076923076923077,,,0.5,0.3125,,1.0
0.7076923076923077,,,0.5,0.3125,,1.0
0.7076923076923077,,,0.5,0.3125,,1.0
0.7076923076923077,,,0.5,0.3125,,1.0
0.7076923076923077,,,0.5,0.3125,,1.0
0.7076923076923077,,,0.5,0.3125,,1.0
0.7076923076923077,,,0.5,0.3125,,1.0
